type,id,brand,model,year,tire_type,inner_tube,price_range,width_specified,width_measured,width_specified_unit,weight_specified,weight_measured,tread,casing,perc_tread,rr_medium,rr_high,rr_extra_high,rr_ultra_high,wet_grip_average,wet_grip_center,wet_grip_edge,puncture_score_tread,puncture_score_sidewall,puncture_force_sharp_tread,puncture_force_sharp_sidewall,puncture_force_blunt_tread,puncture_force_blunt_sidewall,tire_thickness_tread,tire_thickness_sidewall,rating,replaced,rr_extra_low,rr_low,knob_height_center,knob_height_edge
mtb,schwalbe-wicked-will-super-race,Schwalbe,Wicked Will Super Race Addix SpeedGrip,2024.0,TLR,None,High,2.4,55.8,inch,820.0,827.0,,,,20.9,20.3,,,71.0,72.0,69.0,32.0,19.0,7.4,6.8,7.6,5.8,2.2,0.95,4.8,False,24.2,22.1,2.8,4.9
mtb,schwalbe-racing-ralph-tle-addix-speedgrip-2017,Schwalbe,Racing Ralph TL-E Addix SpeedGrip,2017.0,TLR,None,High,2.25,53.2,inch,630.0,609.0,,,,21.7,21.5,,,,,,22.0,15.0,6.0,5.0,,,1.7,0.9,4.0,False,24.2,22.3,2.5,4.3
mtb,vittoria-mezcal-xc-race-tlr,Vittoria,Mezcal XC Race TLR G+ 2.0,2023.0,TLR,None,High,2.25,56.4,inch,690.0,689.0,,,,20.0,19.1,,,67.0,65.0,68.0,40.0,12.0,9.6,4.4,7.4,4.8,2.7,0.65,4.0,False,24.4,21.8,2.5,4.0
mtb,continental-cross-king-protection-2020,Continental,Cross King Protection 29x2.2,2020.0,TLR,None,High,2.2,52.3,inch,640.0,615.0,,,,21.1,20.4,,,66.0,63.0,69.0,32.0,25.0,7.6,7.6,8.8,9.0,1.9,1.0,3.3,False,24.5,22.0,2.5,3.7
mtb,kenda-rush-pro,Kenda,Rush Pro SCT TLR,2024.0,TLR,None,High,2.4,57.4,inch,696.0,687.0,,,,19.7,19.1,,,62.0,62.0,63.0,30.0,13.0,8.0,5.2,7.6,3.6,1.8,0.95,3.7,False,24.7,21.2,1.8,2.4
mtb,continental-race-king-performance-shieldwall,Continental,Race King Performance ShieldWall,2023.0,TLR,None,Med,2.2,54.5,inch,750.0,720.0,,,,21.7,21.5,,,68.0,67.0,70.0,32.0,20.0,8.4,7.0,6.6,5.6,2.2,1.1,4.0,False,24.9,22.5,2.3,3.2
mtb,vittoria-barzo-tnt-g2-2019,Vittoria,Barzo TNT G+ 2.0,2019.0,TLR,None,High,2.25,54.1,inch,680.0,717.0,,,,21.7,21.1,,,61.0,59.0,64.0,37.0,19.0,9.0,6.6,8.4,6.8,2.3,0.9,4.0,False,25.5,23.0,2.9,4.0
mtb,continental-x-king-racesport-2015,Continental,X-King RaceSport,2015.0,TT,Butyl,High,2.2,53.0,inch,555.0,564.0,,,,20.9,20.1,,,,,,40.0,17.0,10.4,6.6,,,1.8,0.55,4.0,True,25.9,22.8,2.5,4.0
mtb,specialized-s-works-renegade-t5-t7,Specialized,S-Works Renegade 2BR T5/T7,2024.0,TLR,None,High,2.35,56.8,inch,590.0,610.0,,,,21.9,21.3,,,71.0,74.0,68.0,26.0,11.0,7.0,4.0,6.0,4.4,2.0,0.6,3.3,False,25.9,23.1,2.0,2.9
mtb,specialized-s-works-fast-trak-t5-t7,Specialized,S-Works Fast Trak 2BR T5/T7,2022.0,TLR,None,High,2.35,56.8,inch,615.0,628.0,,,,23.5,23.2,,,64.0,66.0,62.0,24.0,10.0,6.0,3.6,6.4,3.8,1.8,0.55,3.0,False,26.0,24.1,2.5,3.3
mtb,maxxis-aspen-exo-tr,Maxxis,Aspen EXO TR,2019.0,TLR,None,High,2.25,54.8,inch,645.0,659.0,,,,21.5,20.2,,,53.0,52.0,53.0,29.0,15.0,6.4,5.2,8.2,5.4,2.0,0.85,3.0,False,26.1,22.7,2.1,3.3
mtb,irc-mythos-xc-2017,IRC,Mythos XC,2017.0,TLR,None,High,2.25,52.0,inch,710.0,701.0,,,,21.6,20.7,,,,,,25.0,15.0,6.2,5.6,,,2.2,0.65,3.0,False,26.3,23.1,2.2,4.0
mtb,continental-race-king-performance-2015,Continental,Race King Performance,2015.0,TT,Butyl,Med,2.2,54.0,inch,660.0,669.0,,,,22.8,22.3,,,,,,50.0,7.0,11.6,3.0,,,2.5,0.45,4.0,False,26.3,24.2,2.5,2.5
mtb,maxxis-rekon-race-exo-tr,Maxxis,Rekon Race EXO TR,2019.0,TLR,None,High,2.25,55.0,inch,670.0,680.0,,,,20.9,19.6,,,60.0,64.0,55.0,25.0,18.0,6.4,6.6,7.8,5.8,1.5,0.85,3.0,False,26.6,23.0,1.9,3.5
mtb,maxxis-rekon-race-maxxspeed-exo-tr,Maxxis,Rekon Race MaxxSpeed EXO/TR,2024.0,TLR,None,High,2.4,58.0,inch,825.0,814.0,,,,22.4,21.8,,,69.0,74.0,64.0,34.0,17.0,8.2,6.6,8.2,5.2,2.1,0.9,4.0,False,26.8,23.6,2.2,3.8
mtb,specialized-ground-control-2016,Specialized,S-Works Ground Control 2BR,2016.0,TLR,None,High,2.3,53.0,inch,650.0,686.0,,,,22.7,22.2,,,,,,26.0,15.0,6.8,5.8,,,1.8,0.5,3.0,False,26.8,23.7,3.2,4.5
mtb,maxxis-ikon-3c-maxxspeed-tlr-2014,Maxxis,Ikon 3C MaxxSpeed TLR,2014.0,TLR,None,High,2.2,52.9,inch,590.0,581.0,,,,22.6,21.7,,,,,,22.0,,6.0,,,,1.7,0.45,2.0,False,27.0,24.1,2.3,3.8
mtb,continental-race-king-sport-2015,Continental,Race King Sport,2015.0,TT,Butyl,Low,2.2,54.3,inch,750.0,712.0,,,,23.0,22.4,,,,,,27.0,12.0,6.8,4.6,,,2.2,0.7,4.0,False,27.0,24.5,2.5,2.5
mtb,schwalbe-racing-ralph-performance-2012,Schwalbe,Racing Ralph Performance,2012.0,TT,Butyl,Med,2.25,53.8,inch,548.0,548.0,,,,20.9,19.3,,,,,,,,10.8,,,,,,4.0,True,27.9,23.7,1.3,4.2
mtb,continental-cross-king-protection-29x23,Continental,Cross King Protection 29x2.3,2021.0,TLR,None,High,2.3,55.2,inch,755.0,745.0,,,,25.2,24.4,,,64.0,62.0,66.0,37.0,25.0,8.4,8.4,9.6,8.0,2.2,1.0,3.2,False,28.4,26.3,3.2,5.1
mtb,maxxis-aspen-maxxspeed-exo-tr,Maxxis,Aspen MaxxSpeed EXO/TR,2023.0,TLR,None,High,2.4,59.2,inch,770.0,778.0,,,,22.7,21.2,,,58.0,56.0,59.0,38.0,17.0,9.2,5.4,8.4,5.8,2.3,0.95,3.5,False,28.5,24.4,2.2,3.5
mtb,michelin-jet-xcr-2020,Michelin,Jet XCR,2020.0,TLR,None,High,2.25,56.2,inch,600.0,627.0,,,,23.8,22.6,,,59.0,60.0,55.0,32.0,24.0,8.0,7.8,9.0,8.4,1.8,0.95,2.0,False,28.7,26.1,1.8,4.0
mtb,pirelli-scorpion-xc-rc-lite,Pirelli,Scorpion XC RC Lite Team Edition,2023.0,TLR,None,High,2.4,57.0,inch,650.0,625.0,,,,23.5,22.9,,,68.0,72.0,64.0,30.0,11.0,7.6,3.6,7.4,4.8,2.0,0.55,3.5,False,28.8,25.4,2.0,4.0
mtb,maxxis-ardent-race-exo-2016,Maxxis,Ardent Race 3C EXO TR,2016.0,TLR,None,High,2.2,52.2,inch,720.0,759.0,,,,24.4,23.4,,,,,,27.0,15.0,7.6,5.6,,,1.5,0.7,3.0,False,30.6,26.4,2.9,4.2
mtb,michelin-force-xc-2017,Michelin,Force XC,2017.0,TLR,None,High,2.25,55.0,inch,670.0,660.0,,,,27.8,27.1,,,,,,43.0,18.0,10.6,6.2,,,2.2,0.9,3.0,False,30.8,28.7,2.3,5.0
mtb,schwalbe-nobby-nic-performance-2012,Schwalbe,Nobby Nic Performance,2012.0,TT,Butyl,Med,2.25,53.5,inch,600.0,605.0,,,,25.2,24.2,,,,,,,,12.8,,,,,,4.0,True,30.8,27.2,3.2,5.0
mtb,vittoria-mezcal-2017,Vittoria,Mezcal,2017.0,TT,Butyl,High,2.25,54.0,inch,690.0,681.0,,,,26.7,25.7,,,,,,40.0,14.0,9.4,5.2,,,2.4,0.6,3.0,True,30.9,28.4,2.9,4.3
mtb,continental-mountain-king-ii-racesport-2015,Continental,Mountain King II RaceSport,2015.0,TT,Butyl,High,2.2,52.3,inch,635.0,594.0,,,,28.9,28.8,,,,,,34.0,17.0,9.0,6.8,,,1.8,0.55,4.0,False,31.5,29.6,4.1,4.7
mtb,michelin-force-am-2017,Michelin,Force AM,2017.0,TLR,None,High,2.25,54.2,inch,760.0,781.0,,,,28.9,28.3,,,,,,40.0,22.0,10.0,7.4,,,2.1,0.95,4.0,False,32.9,30.1,2.9,6.0
mtb,kenda-small-block-eight-2015,Kenda,Small Block Eight,2015.0,TT,Butyl,High,2.1,50.3,inch,580.0,589.0,,,,27.0,25.5,,,,,,23.0,15.0,6.8,5.8,,,1.4,0.5,2.0,False,35.6,30.2,2.5,4.0
mtb,maxxis-ikon-exception-silkworm-2014,Maxxis,Ikon eXCeption Silkworm,2014.0,TT,Butyl,High,2.2,52.2,inch,560.0,583.0,,,,31.4,30.9,,,,,,,,7.2,4.4,,,,,1.0,False,38.2,33.5,2.5,3.8
mtb,tufo-xc11-tr,Tufo,XC11 TR (old 2018),2018.0,TLR,None,High,2.25,57.4,inch,700.0,748.0,,,,31.3,29.8,,,63.0,65.0,62.0,57.0,28.0,14.0,10.4,11.4,8.4,2.5,0.95,3.0,True,38.6,34.1,2.5,3.6
mtb,schwalbe-hans-dampf-trailstar-2017,Schwalbe,Hans Dampf TrailStar,2017.0,TLR,None,High,2.35,56.0,inch,850.0,840.0,,,,33.3,32.4,,,,,,33.0,15.0,8.4,5.2,,,1.9,0.85,2.0,True,40.0,35.0,3.8,6.0
mtb,vittoria-aka-2015,Vittoria,AKA,2015.0,TT,Butyl,High,2.2,52.4,inch,690.0,685.0,,,,36.3,35.6,,,,,,53.0,18.0,12.4,7.2,,,2.4,0.55,1.0,False,40.7,38.0,2.5,3.5
cx_gravel,continental-grand-prix-5000-s-tr-32,Continental,Grand Prix 5000 S TR 32,2021.0,TLR,None,High+,32.0,30.3,mm,320.0,310.0,,,,11.1,10.0,,,72.0,73.0,70.0,38.0,17.0,8.0,5.0,10.0,6.4,2.2,0.9,5.0,False,16.4,12.8,0.0,0.0
cx_gravel,rene-herse-snoqualmie-pass-extra-light,Rene Herse,Snoqualmie Pass TC Extralight 44,2022.0,TLR,None,High+,44.0,40.4,mm,330.0,327.0,,,,12.5,11.6,,,62.0,62.0,61.0,33.0,9.0,8.2,4.0,7.0,3.2,2.3,0.4,4.3,False,16.3,13.5,0.1,0.2
cx_gravel,challenge-strada-bianca-pro-htlr-40,Challenge,Strada Bianca Pro HTLR 40,2022.0,TLR,None,High+,40.0,37.9,mm,450.0,435.0,,,,13.1,12.1,,,57.0,57.0,57.0,53.0,21.0,13.0,6.6,10.6,6.8,2.5,1.15,4.5,False,17.7,14.8,0.2,0.2
cx_gravel,ultradynamico-cava-race-33,Ultradynamico,Cava Race 33,2023.0,TLR,None,High+,33.0,31.9,mm,265.0,267.0,,,,13.2,12.3,,,65.0,69.0,61.0,43.0,10.0,10.0,4.0,9.6,4.6,2.4,0.4,4.3,False,17.7,14.9,0.2,0.2
cx_gravel,schwalbe-pro-one-tle-34,Schwalbe,Pro One TLE Addix 34,2022.0,TLR,None,High,34.0,31.0,mm,360.0,359.0,,,,13.8,12.7,,,66.0,57.0,75.0,37.0,19.0,8.4,5.8,7.2,7.0,2.7,1.0,4.0,False,18.9,15.5,0.0,0.0
cx_gravel,continental-grand-prix-5000-as-tr-35,Continental,Grand Prix 5000 All Season TR 35,2023.0,TLR,None,High+,35.0,32.9,mm,425.0,417.0,,,,13.6,12.5,,,88.0,88.0,88.0,54.0,24.0,10.8,8.0,10.0,6.6,3.2,1.35,5.0,False,19.3,15.6,0.0,0.0
cx_gravel,schwalbe-g-one-rs-35,Schwalbe,G-One RS Super Race 35,2023.0,TLR,None,High,35.0,35.2,mm,410.0,428.0,,,,13.8,12.5,,,61.0,62.0,61.0,32.0,20.0,8.0,7.6,6.6,5.8,2.4,1.0,4.6,False,19.0,15.7,0.4,1.9
cx_gravel,challenge-strada-bianca-pro-htlr,Challenge,Strada Bianca Pro HTLR 36,2021.0,TLR,None,High+,36.0,35.0,mm,375.0,393.0,,,,13.7,12.9,,,58.0,57.0,60.0,45.0,18.0,11.0,5.6,8.4,5.6,2.6,1.15,5.0,False,19.2,15.7,0.2,0.2
cx_gravel,pirelli-p-zero-race-tlr-32,Pirelli,P Zero Race TLR SpeedCore 32,2024.0,TLR,None,High+,32.0,31.3,mm,370.0,367.0,,,,13.9,12.9,,,80.0,82.0,79.0,62.0,20.0,13.0,6.8,11.0,6.4,3.2,1.0,5.0,False,17.9,15.8,0.0,0.0
cx_gravel,schwalbe-pro-one-tle-32,Schwalbe,Pro One TLE Addix 32,2023.0,TLR,None,High,32.0,30.4,mm,325.0,328.0,,,,13.8,12.6,,,70.0,64.0,76.0,47.0,18.0,11.4,6.8,8.4,5.4,2.7,0.95,4.2,False,19.6,15.8,0.0,0.0
cx_gravel,continental-grand-prix-5000-tl-32,Continental,Grand Prix 5000 TL 32,2021.0,TLR,None,High,32.0,29.9,mm,370.0,370.0,,,,13.5,11.9,,,71.0,71.0,70.0,53.0,17.0,10.6,5.6,10.0,5.6,3.1,0.95,5.0,False,19.8,16.0,0.0,0.0
cx_gravel,schwalbe-g-one-rs,Schwalbe,G-One RS Super Race 40,2022.0,TLR,None,High,40.0,37.0,mm,445.0,473.0,,,,14.5,12.8,,,61.0,59.0,63.0,33.0,18.0,8.8,6.6,7.2,5.6,2.1,1.0,4.5,False,19.7,16.2,0.4,2.4
cx_gravel,continental-grand-prix-5000-as-tr-32,Continental,Grand Prix 5000 All Season TR 32,2023.0,TLR,None,High+,32.0,30.3,mm,385.0,384.0,,,,14.2,13.2,,,81.0,81.0,82.0,57.0,24.0,10.4,7.0,10.8,7.4,3.4,1.4,4.8,False,19.5,16.3,0.0,0.0
cx_gravel,continental-terra-speed-45,Continental,Terra Speed TR (tanwall)  45,2023.0,TLR,None,High,45.0,43.1,mm,490.0,537.0,,,,15.4,14.7,,,63.0,67.0,59.0,37.0,15.0,9.0,5.0,8.0,5.0,2.4,1.05,5.0,False,18.9,16.4,1.1,1.2
cx_gravel,panaracer-gravelking-35,Panaracer,GravelKing TLC 35,2022.0,TLR,None,High,35.0,34.7,mm,310.0,315.0,,,,15.1,14.2,,,61.0,61.0,61.0,32.0,20.0,8.0,7.0,8.8,7.8,1.8,0.7,4.1,False,19.8,16.6,0.1,0.2
cx_gravel,vittoria-corsa-next-tlr-32,Vittoria,Corsa N.EXT TLR 32,2023.0,TLR,None,High,32.0,30.5,mm,356.0,316.0,,,,14.8,13.6,,,77.0,77.0,76.0,48.0,14.0,10.0,5.0,9.0,4.2,3.0,1.0,4.5,False,19.8,16.7,0.0,0.0
cx_gravel,panaracer-gravel-king,Panaracer,GravelKing TLC 40,2020.0,TLR,None,High,40.0,36.5,mm,340.0,337.0,,,,15.4,14.5,,,62.0,62.0,62.0,28.0,18.0,7.0,7.6,7.8,6.0,1.8,0.7,4.0,False,19.9,17.0,0.2,0.2
cx_gravel,continental-terra-speed,Continental,Terra Speed TR 35,2020.0,TLR,None,High,35.0,33.2,mm,360.0,378.0,,,,15.1,14.2,,,58.0,59.0,57.0,32.0,25.0,8.2,8.0,8.0,9.0,1.9,0.9,5.0,False,20.3,17.0,1.1,1.2
cx_gravel,vittoria-corsa-next-tlr-34,Vittoria,Corsa N.EXT TLR 34,2023.0,TLR,None,High,34.0,32.7,mm,395.0,348.0,,,,15.0,14.0,,,77.0,75.0,80.0,53.0,15.0,11.0,5.4,9.8,4.6,3.1,1.0,4.5,False,20.6,17.2,0.0,0.0
cx_gravel,challenge-getaway-pro-htlr,Challenge,Getaway Pro HTLR 40,2022.0,TLR,None,High+,40.0,38.2,mm,460.0,457.0,,,,15.6,15.3,,,59.0,61.0,57.0,52.0,16.0,12.8,5.2,11.8,5.2,2.2,1.0,5.0,False,19.7,17.4,1.3,1.5
cx_gravel,rene-herse-snoqualmie-pass,Rene Herse,Snoqualmie Pass TC 44,2022.0,TLR,None,High+,44.0,39.6,mm,375.0,364.0,,,,15.3,14.5,,,60.0,60.0,59.0,34.0,7.0,8.0,3.2,7.2,2.6,2.5,0.55,4.0,False,19.9,17.4,0.1,0.2
cx_gravel,tufo-gravel-thundero,Tufo,Gravel Thundero 40,2022.0,TLR,None,High,40.0,37.6,mm,430.0,460.0,,,,15.9,15.2,,,72.0,71.0,72.0,33.0,28.0,8.8,9.8,8.6,9.8,1.8,0.9,5.0,False,20.0,17.4,1.5,2.1
cx_gravel,tufo-gravel-speedero,Tufo,Gravel Speedero 40,2022.0,TLR,None,High,40.0,37.3,mm,430.0,445.0,,,,15.9,15.3,,,78.0,81.0,75.0,33.0,30.0,8.2,9.4,9.6,12.2,1.7,0.8,5.0,False,20.0,17.5,1.3,1.3
cx_gravel,schwalbe-g-one-rs-45,Schwalbe,G-One RS Super Race 45,2023.0,TLR,None,High,45.0,42.4,mm,505.0,522.0,,,,15.8,14.3,,,60.0,58.0,62.0,33.0,19.0,8.4,5.8,6.2,6.8,2.5,0.95,4.4,False,21.0,17.6,0.4,2.6
cx_gravel,continental-terra-speed-40,Continental,Terra Speed TR 40,2021.0,TLR,None,High,40.0,37.6,mm,465.0,461.0,,,,16.0,15.6,,,58.0,59.0,56.0,42.0,26.0,9.8,8.0,9.8,9.0,2.3,1.0,5.0,True,20.6,17.8,1.2,1.2
cx_gravel,tufo-gravel-thundero-44,Tufo,Gravel Thundero 44,2023.0,TLR,None,High,44.0,42.7,mm,450.0,476.0,,,,16.3,15.1,,,76.0,77.0,75.0,32.0,32.0,8.4,11.4,9.6,12.0,1.6,0.75,5.0,False,21.2,18.1,1.5,2.1
cx_gravel,tufo-gravel-speedero-36,Tufo,Gravel Speedero 36,2024.0,TLR,None,High,36.0,34.7,mm,390.0,386.0,,,,16.6,15.7,,,77.0,78.0,76.0,34.0,33.0,9.2,12.2,8.6,12.6,1.8,0.7,5.0,False,21.5,18.2,1.2,1.3
cx_gravel,tufo-gravel-thundero-48,Tufo,Gravel Thundero 48,2024.0,TLR,None,High,48.0,45.6,mm,470.0,525.0,,,,17.3,16.3,,,76.0,75.0,77.0,39.0,34.0,10.4,12.6,10.0,11.4,1.8,0.8,5.0,False,21.1,18.5,1.4,2.4
cx_gravel,continental-terra-hardpack,Continental,Terra Hardpack TR 50,2023.0,TLR,None,Med,50.0,48.0,mm,530.0,561.0,,,,16.4,15.3,,,77.0,85.0,68.0,40.0,15.0,9.8,5.4,8.0,5.0,2.5,0.95,4.5,False,21.9,18.6,0.5,3.4
cx_gravel,ultradynamico-cava-race-42,Ultradynamico,Cava Race  42,2023.0,TLR,None,High+,42.0,40.4,mm,445.0,434.0,,,,16.7,15.8,,,68.0,71.0,66.0,46.0,13.0,10.6,5.4,9.4,5.4,2.6,0.4,4.0,False,22.0,18.9,0.2,1.5
cx_gravel,panaracer-gravelking-32,Panaracer,GravelKing TLC 32,2022.0,TLR,None,High,32.0,30.6,mm,290.0,283.0,,,,17.5,16.3,,,59.0,60.0,58.0,51.0,19.0,12.8,7.0,10.8,7.2,2.3,0.7,4.0,False,22.4,19.0,0.1,0.2
cx_gravel,tufo-gravel-thundero-hd,Tufo,Gravel Thundero HD 40,2023.0,TLR,None,High,40.0,38.0,mm,460.0,461.0,,,,17.5,16.6,,,73.0,73.0,72.0,40.0,32.0,10.6,11.2,11.0,11.4,1.7,0.8,5.0,False,22.3,19.2,1.4,2.2
cx_gravel,panaracer-gravel-king-ss,Panaracer,GravelKing SS TLC 40,2021.0,TLR,None,High,40.0,35.9,mm,410.0,405.0,,,,17.6,16.6,,,64.0,62.0,65.0,45.0,20.0,10.4,6.8,8.4,7.8,2.8,0.7,4.3,False,22.5,19.2,0.2,1.7
cx_gravel,pirelli-gravel-h,Pirelli,Cinturato Gravel H 40,2021.0,TLR,None,High,40.0,38.4,mm,480.0,509.0,,,,17.1,15.3,,,75.0,77.0,73.0,39.0,17.0,9.0,5.2,8.6,5.8,2.4,1.1,4.0,False,23.2,19.5,0.5,1.8
cx_gravel,rene-herse-snoqualmie-pass-endurance,Rene Herse,Snoqualmie Pass TC Endurance 44,2022.0,TLR,None,High+,44.0,40.4,mm,425.0,418.0,,,,17.4,16.2,,,58.0,59.0,56.0,41.0,19.0,10.4,6.4,8.0,7.8,2.5,0.7,4.0,False,23.6,19.6,0.1,0.2
cx_gravel,continental-terra-speed-e25,Continental,Terra Speed TR E-25 40,2024.0,TLR,None,High,40.0,38.1,mm,465.0,473.0,,,,18.2,17.6,,,65.0,64.0,66.0,46.0,22.0,11.0,6.6,9.0,7.6,2.6,1.1,4.5,False,22.4,19.6,1.1,1.3
cx_gravel,specialized-roubaix-pro,Specialized,Roubaix Pro 2Bliss Ready 32,2021.0,TLR,None,High,32.0,31.9,mm,375.0,366.0,,,,17.5,16.5,,,82.0,86.0,79.0,56.0,19.0,12.2,6.8,10.2,7.0,3.0,0.7,4.5,False,22.8,19.7,0.0,0.2
cx_gravel,rene-herse-orondo-grade-extra-light,Rene Herse,Orondo Grade Extralight 31,2024.0,TLR,None,High+,31.0,30.9,mm,325.0,341.0,,,,18.3,17.0,,,65.0,66.0,65.0,49.0,16.0,10.4,6.0,10.2,6.4,2.8,0.65,3.8,False,23.2,20.0,0.1,0.2
cx_gravel,schwalbe-g-one-overland,Schwalbe,G-One Overland Super Ground SpeedGrip 50,2023.0,TLR,None,High,50.0,46.1,mm,625.0,663.0,,,,18.3,17.0,,,79.0,85.0,72.0,29.0,21.0,7.0,7.0,7.4,6.8,2.0,1.0,5.0,False,23.5,20.0,1.5,2.7
cx_gravel,tufo-gravel-swampero,Tufo,Gravel Swampero 40,2022.0,TLR,None,High,40.0,37.4,mm,430.0,433.0,,,,18.7,18.4,,,64.0,66.0,63.0,31.0,29.0,8.0,9.4,8.2,11.0,1.8,0.8,5.0,False,22.4,20.1,2.1,2.7
cx_gravel,specialized-pathfinder-s-works,Specialized,S-Works Pathfinder 2Bliss Ready 42,2022.0,TLR,None,High+,42.0,41.4,mm,435.0,438.0,,,,18.2,17.0,,,78.0,82.0,73.0,47.0,19.0,11.6,7.0,10.2,6.8,2.3,0.8,5.0,False,24.0,20.2,0.0,1.2
cx_gravel,specialized-s-works-mondo-2br,Specialized,S-Works Mondo 2Bliss Ready T2/T5 35,2023.0,TLR,None,High+,35.0,33.2,mm,360.0,381.0,,,,17.6,16.3,,,78.0,84.0,72.0,61.0,16.0,13.0,6.2,11.8,4.6,2.9,0.9,4.5,False,24.5,20.2,0.0,0.5
cx_gravel,michelin-power-gravel,Michelin,Power Gravel 35,2020.0,TLR,None,High,35.0,34.2,mm,380.0,412.0,,,,18.8,17.4,,,59.0,58.0,60.0,42.0,23.0,10.2,8.2,9.2,7.2,2.3,0.95,4.5,False,23.1,20.3,1.2,2.6
cx_gravel,specialized-pathfinder-pro,Specialized,Pathfinder Pro 2Bliss Ready 42,2021.0,TLR,None,High,42.0,40.3,mm,540.0,573.0,,,,18.2,16.9,,,78.0,83.0,73.0,48.0,17.0,12.2,5.8,10.0,6.0,2.3,0.9,4.0,False,23.2,20.3,0.0,2.4
cx_gravel,rene-herse-barlow-pass,Rene Herse,Barlow Pass TC 38,2021.0,TLR,None,High+,38.0,37.6,mm,385.0,379.0,,,,18.5,17.2,,,63.0,65.0,61.0,31.0,7.0,7.0,2.8,6.0,2.4,2.7,0.55,3.5,False,23.6,20.4,0.2,0.1
cx_gravel,challenge-gravine-pro-htlr,Challenge,Gravine Pro HTLR 40,2024.0,TLR,None,High+,40.0,38.0,mm,485.0,475.0,,,,19.9,19.4,,,56.0,55.0,57.0,50.0,16.0,12.0,5.2,11.8,4.6,2.2,1.3,3.5,False,22.8,20.7,2.0,2.0
cx_gravel,panaracer-gravel-king-sk,Panaracer,GravelKing SK TLC 40,2020.0,TLR,None,High,40.0,36.8,mm,420.0,404.0,,,,19.5,18.9,,,64.0,61.0,68.0,28.0,22.0,7.4,7.8,7.6,8.4,1.7,0.7,4.0,False,23.3,20.9,1.7,1.7
cx_gravel,pirelli-gravel-h-50,Pirelli,Cinturato Gravel H Classic 50,2024.0,TLR,None,High,50.0,50.2,mm,670.0,657.0,,,,18.8,17.5,,,83.0,87.0,79.0,31.0,15.0,7.8,6.0,7.6,4.0,2.0,0.95,4.0,False,24.7,21.0,1.0,2.1
cx_gravel,challenge-strada-bianca-race-tlr,Challenge,Strada Bianca Race TLR 36,2022.0,TLR,None,High,36.0,34.9,mm,0.0,395.0,,,,19.0,17.9,,,71.0,70.0,72.0,37.0,10.0,8.8,3.8,6.0,3.4,3.0,0.75,3.5,False,25.2,21.2,0.2,0.2
cx_gravel,challenge-getaway-xp-pro,Challenge,Getaway XP Pro HTLR 40,2023.0,TLR,None,High+,40.0,38.9,mm,540.0,538.0,,,,19.2,17.9,,,59.0,61.0,58.0,47.0,23.0,11.6,6.6,9.4,6.8,2.5,1.45,3.8,False,24.4,21.3,1.3,1.3
cx_gravel,pirelli-cinturato-cross-hard-terrain,Pirelli,Cinturato Cross H 33,2020.0,TLR,None,High,33.0,30.6,mm,380.0,398.0,,,,19.4,18.7,,,65.0,67.0,62.0,34.0,18.0,8.4,5.6,8.4,5.8,2.0,1.15,4.0,False,24.3,21.4,2.0,2.3
cx_gravel,specialized-pathfinder-pro-47,Specialized,Pathfinder Pro 2Bliss Ready 47,2024.0,TLR,None,High,47.0,45.2,mm,580.0,604.0,,,,19.7,18.3,,,81.0,88.0,75.0,46.0,20.0,11.0,7.6,9.6,6.2,2.5,0.9,4.0,False,24.9,21.4,0.0,2.2
cx_gravel,continental-speed-king-cx-racesport,Continental,Speed King CX RaceSport 32,2022.0,TT,Butyl,High,32.0,32.3,mm,285.0,285.0,,,,19.5,18.4,,,74.0,78.0,69.0,41.0,10.0,10.4,3.6,10.6,4.2,1.9,0.55,3.5,False,25.4,21.4,0.5,1.5
